experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
014_iid_mild_bias_3	0.4079	0.4077	0.4060	0.4103	0.4077	0.4083	0.4139	0.3738	0.4103	0.4169	0.4083	0.4060	0.4087	0.4079	66.9	iid p=(0.233,0.233,0.233,0.30) - mild bias toward '3'
015_iid_bias_0_heavy	0.4010	0.4010	0.3961	0.3900	0.4010	0.4006	0.4007	0.3541	0.3900	0.4036	0.4006	0.3961	0.4008	0.4010	42.8	iid p=(0.40,0.20,0.20,0.20) - heavy bias toward '0'
016_iid_reduce_3	0.3857	0.3857	0.3788	0.3886	0.3857	0.3846	0.3783	0.3346	0.3886	0.3848	0.3846	0.3788	0.3768	0.3857	53.3	iid p=(0.30,0.30,0.30,0.10) - reduce '3'
017_iid_gradient_direction	0.4272	0.4270	0.4251	0.4246	0.4270	0.4278	0.4333	0.3798	0.4246	0.4341	0.4278	0.4251	0.4293	0.4272	52.1	iid p=(0.30,0.245,0.235,0.22) gradient combo
018_iid_seed_lottery	0.4222	0.4220	0.4212	0.4223	0.4220	0.4228	0.4282	0.3840	0.4223	0.4288	0.4228	0.4212	0.4272	0.4222	53.5	iid p=(0.30,0.233,0.233,0.233) seed=1234567
019_multimodal_library	0.3758	0.3758	0.3708	0.3741	0.3758	0.3754	0.3775	0.3429	0.3741	0.3855	0.3754	0.3708	0.3746	0.3758	62.5	5-modal mixture, library mean p_0=0.30
020_mild_bias_0.275	0.4289	0.4287	0.4286	0.4298	0.4287	0.4297	0.4362	0.3776	0.4298	0.4340	0.4297	0.4286	0.4300	0.4289	46.3	iid p=(0.275,0.2417,0.2417,0.2417) - milder bias
021_mild_bias_0.325	0.4279	0.4278	0.4243	0.4217	0.4278	0.4280	0.4323	0.3793	0.4217	0.4339	0.4280	0.4243	0.4275	0.4279	41.1	iid p=(0.325,0.225,0.225,0.225) - stronger bias
022_fine_peak_0.28	0.4267	0.4266	0.4270	0.4286	0.4266	0.4279	0.4352	0.3788	0.4286	0.4340	0.4279	0.4270	0.4291	0.4267	51.2	iid p=(0.28,0.24,0.24,0.24)
023_lottery_seed7	0.4247	0.4245	0.4216	0.4230	0.4245	0.4246	0.4219	0.3837	0.4230	0.4327	0.4246	0.4216	0.4270	0.4247	52.7	p=(0.275,0.2417,...) seed=7
024_lottery_seed100	0.4298	0.4296	0.4282	0.4301	0.4296	0.4294	0.4293	0.3838	0.4301	0.4340	0.4294	0.4282	0.4261	0.4298	53.7	p=(0.275,0.2417,...) seed=100
025_lottery_seed999	0.4307	0.4304	0.4277	0.4347	0.4304	0.4301	0.4319	0.3841	0.4347	0.4343	0.4301	0.4277	0.4281	0.4307	51.8	p=(0.275,0.2417,...) seed=999 - NEW BEST
026_lottery_seed31415	0.4226	0.4221	0.4169	0.4220	0.4221	0.4219	0.4247	0.3853	0.4220	0.4276	0.4219	0.4169	0.4253	0.4226	58.8	p=(0.275,0.2417,...) seed=31415
027_lottery_seed12345	0.4251	0.4249	0.4220	0.4335	0.4249	0.4251	0.4323	0.3875	0.4335	0.4293	0.4251	0.4220	0.4287	0.4251	48.4	p=(0.275,0.2417,...) seed=12345
028_lottery_seed2024	0.4251	0.4250	0.4239	0.4255	0.4250	0.4254	0.4274	0.3839	0.4255	0.4285	0.4254	0.4239	0.4219	0.4251	59.3	p=(0.275,0.2417,...) seed=2024
029_lottery_seed314	0.4293	0.4290	0.4274	0.4331	0.4290	0.4294	0.4296	0.3853	0.4331	0.4359	0.4294	0.4274	0.4318	0.4293	66.8	p=(0.275,0.2417,...) seed=314
030_lottery_seed2718	0.4259	0.4258	0.4234	0.4274	0.4258	0.4261	0.4317	0.3829	0.4274	0.4300	0.4261	0.4234	0.4262	0.4259	59.0	p=(0.275,0.2417,...) seed=2718
