experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
013_dhs_signal_breadth_60_40	0.7119	0.8037	0.7824	0.7781	0.7116	0.8036	0.7334	0.6636	0.8487	0.7745	0.6987	0.6710	0.7160	0.8043	920.0	60% mean_signal-weighted (30K) + 40% numsamples-weighted (20K) DHS
014_dhs_70_30_ccre_class_balanced	0.7280	0.8186	0.7983	0.8048	0.7276	0.8184	0.7334	0.7115	0.8766	0.7930	0.7142	0.6862	0.7155	0.8195	967.0	70/30 with signal half class-balanced across PLS/pELS/dELS (~11.7K each)
015_dhs_70_30_gc_stratified	0.7509	0.8459	0.8305	0.8051	0.7505	0.8454	0.7986	0.7270	0.8764	0.8274	0.7368	0.7136	0.7897	0.8464	1319.0	70/30 with both halves stratified across 5 equal-pop GC quintiles (sequence-derived, fully orthogonal)
016_dhs_70_30_gc_stratified_10bins	0.7190	0.8113	0.7935	0.7775	0.7187	0.8107	0.7534	0.6779	0.8430	0.7862	0.7055	0.6810	0.7456	0.8116	962.0	015 with 10 GC deciles instead of 5 quintiles — per-bin counts crossed stability floor
017_dhs_70_30_cpg_oe_stratified	0.7212	0.8138	0.7955	0.7781	0.7210	0.8137	0.7542	0.6719	0.8456	0.7911	0.7078	0.6823	0.7451	0.8141	938.0	015 pattern but stratified on CpG O/E quintiles — degenerate distribution caused composition artifacts
018_dhs_70_30_dinuc_entropy_stratified	0.7141	0.8067	0.7878	0.7807	0.7137	0.8065	0.7439	0.6664	0.8468	0.7829	0.7008	0.6764	0.7327	0.8072	965.0	015 pattern but stratified on dinucleotide entropy quintiles — narrow dynamic range, low-entropy bin pulled in repeats
019_dhs_70_30_gc_stratified_ccre_filtered	0.7097	0.8009	0.7802	0.7775	0.7092	0.8005	0.7236	0.6631	0.8453	0.7747	0.6960	0.6695	0.7084	0.8016	1243.0	015 pattern restricted to cCRE-overlapping DHS — stacking with cCRE filter destroyed low-GC enhancer diversity
020_dhs_gc_stratified_signal_only	0.7401	0.8350	0.8189	0.7947	0.7399	0.8350	0.7819	0.7085	0.8634	0.8134	0.7268	0.7044	0.7807	0.8352	952.0	GC-stratified ablation: 100% mean_signal-weighted (no breadth axis) — both axes contribute
021_dhs_70_30_gc_stratified_3bins	0.7173	0.8092	0.7906	0.7800	0.7173	0.8093	0.7504	0.6651	0.8471	0.7823	0.7048	0.6798	0.7409	0.8096	953.0	015 with 3 GC bins instead of 5 — coarser bins span too much compositional space, big collapse below 011
022_dhs_gc_stratified_breadth_only	0.7041	0.7943	0.7724	0.7750	0.7038	0.7934	0.7227	0.6652	0.8425	0.7760	0.6906	0.6635	0.7094	0.7950	937.0	GC-stratified ablation: 100% numsamples-weighted (no signal axis) — strat HURTS breadth-only, asymmetric interaction
023_dhs_80_20_gc_stratified	0.7196	0.8115	0.7920	0.7794	0.7194	0.8113	0.7486	0.6743	0.8472	0.7872	0.7063	0.6807	0.7427	0.8121	956.0	015 with 80/20 mix instead of 70/30 — 2K breadth/bin crossed per-axis-bin floor, big collapse
024_dhs_signal_strat_breadth_unstrat	0.7225	0.8146	0.7951	0.7830	0.7221	0.8142	0.7549	0.6780	0.8524	0.7886	0.7089	0.6827	0.7437	0.8152	948.0	015 70/30 but only signal half stratified, breadth half unstratified — inconsistent regimes are worse than either pure choice
025_dhs_70_30_gc_strat_numsamples_filtered	0.7365	0.8297	0.8130	0.7942	0.7361	0.8296	0.7720	0.7067	0.8631	0.8116	0.7231	0.6991	0.7638	0.8302	1262.0	015 with candidate pool restricted to numsamples>=3 (drop singletons+doubletons) — singletons contribute diversity, filter hurts -0.017
026_dhs_70_30_gc_strat_signal_phylop	0.7104	0.8043	0.7860	0.7641	0.7102	0.8041	0.7445	0.6690	0.8272	0.7762	0.6977	0.6742	0.7421	0.8045	879.0	015 with breadth axis replaced by phyloP conservation — second axis must be biologically aligned to regulatory activity, conservation hurts -0.045
027_dhs_70_30_gc_strat_signal_ccremaxz	0.7358	0.8297	0.8136	0.7837	0.7356	0.8297	0.7796	0.7032	0.8509	0.8070	0.7229	0.6994	0.7755	0.8301	974.0	015 with breadth axis replaced by cCRE-maxZ chromatin Z-score — closer-aligned axis still loses -0.018; numsamples (cross-tissue COUNT) is uniquely informative
028_dhs_combined_weight_70_30_gc_strat	0.7227	0.8155	0.7978	0.7853	0.7224	0.8152	0.7615	0.6820	0.8543	0.7953	0.7092	0.6853	0.7486	0.8159	944.0	015 collapsed to single per-element combined-weight draw per bin instead of two axis-separated draws — two-axis structure is load-bearing -0.031
029_dhs_70_30_gc_strat_chrom_balanced	0.7426	0.8366	0.8206	0.7997	0.7425	0.8365	0.7862	0.7171	0.8713	0.8186	0.7293	0.7051	0.7799	0.8370	1314.0	015 with per-chromosome cap of 2500 (~ceil(50K/24*1.2)) to enforce balanced genomic coverage — smallest loss measured (-0.009) but still loses
030_dhs_70_30_gc_strat_chrom_cap_3000	0.7223	0.8151	0.7959	0.7833	0.7220	0.8147	0.7565	0.6856	0.8511	0.7924	0.7092	0.6841	0.7499	0.8155	953.0	015 with relaxed per-chrom cap of 3000 — caps only top-5 mega-chroms (chr1-5) without broader redistribution; loses MORE than 029 (-0.032 vs -0.009)
