experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
016_mpra_highAct	0.5064	0.5070	0.4876	0.5951	0.5070	0.5026	0.4405	0.3752	0.5951	0.3973	0.5026	0.4876	0.4069	0.5064	11	MPRA train upper-quartile max|log2FC|
017_mpra_gtex_only	0.5626	0.5634	0.5521	0.5950	0.5634	0.5594	0.5564	0.2617	0.5950	0.4805	0.5594	0.5521	0.5304	0.5626	13	MPRA train GTEx-only subset
018_mpra_plus_natural	0.5739	0.5748	0.5714	0.5625	0.5748	0.5728	0.6106	0.1369	0.5625	0.5105	0.5728	0.5714	0.5941	0.5739	17	mix 35k MPRA + 15k natural hg38
019_mix_5050	0.5691	0.5700	0.5692	0.5425	0.5700	0.5683	0.6200	0.0943	0.5425	0.5103	0.5683	0.5692	0.6046	0.5691	13	50/50 mix MPRA + natural hg38
020_mpra_plus_gc_strat	0.5731	0.5739	0.5667	0.5871	0.5739	0.5715	0.5906	0.1988	0.5871	0.4958	0.5715	0.5667	0.5683	0.5731	12	MPRA + 15k GC-stratified natural
021_mix_8020	0.5714	0.5722	0.5674	0.5666	0.5722	0.5697	0.6011	0.1569	0.5666	0.5053	0.5697	0.5674	0.5838	0.5714	12	mix 80/20 MPRA + natural hg38
022_mix_6040	0.5704	0.5713	0.5691	0.5498	0.5713	0.5693	0.6153	0.1086	0.5498	0.5095	0.5693	0.5691	0.6003	0.5704	13	mix 60/40 MPRA + natural hg38
023_mpra_plus_ccre	0.5620	0.5627	0.5507	0.5941	0.5627	0.5583	0.5533	0.2666	0.5941	0.4840	0.5583	0.5507	0.5279	0.5620	11	MPRA + 15k cCRE-centered
024_mix_7030_seed24	0.5720	0.5729	0.5699	0.5576	0.5729	0.5711	0.6110	0.1278	0.5576	0.5093	0.5711	0.5699	0.5950	0.5720	12	recipe 018 with seed=24 (noise check)
025_mpra_balanced_proj	0.5747	0.5754	0.5715	0.5639	0.5754	0.5731	0.6098	0.1469	0.5639	0.5124	0.5731	0.5715	0.5929	0.5747	12	MPRA balanced 12k/proj + 14k natural
026_mpra_mut_plus_natural	0.5708	0.5717	0.5676	0.5611	0.5717	0.5692	0.6052	0.1477	0.5611	0.5079	0.5692	0.5676	0.5891	0.5708	12	1% mutated MPRA + 15k natural
027_kitchensink	0.5672	0.5679	0.5639	0.5671	0.5679	0.5666	0.6015	0.1392	0.5671	0.4985	0.5666	0.5639	0.5805	0.5672	12	10k each MPRA+balProj+nat+GCstrat+synth
028_mpra_plus_eqchrom_nat	0.5717	0.5726	0.5681	0.5659	0.5726	0.5704	0.6039	0.1560	0.5659	0.5056	0.5704	0.5681	0.5872	0.5717	12	35k MPRA + 15k natural eq-chrom
029_mpra_cre_heavy	0.5745	0.5751	0.5694	0.5697	0.5751	0.5724	0.6042	0.1699	0.5697	0.5103	0.5724	0.5694	0.5862	0.5745	12	CRE-heavy 18k + GTEX 12k + UKBB 5k + 15k nat
030_best_recipe	0.5752	0.5759	0.5712	0.5722	0.5759	0.5738	0.6067	0.1578	0.5722	0.5086	0.5738	0.5712	0.5892	0.5752	11	ensemble 10k each from top-5 libraries
