experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
011_dels_vs_genomic	-0.0010	-0.0010	0.0027	-0.0005	-0.0010	-0.0014	-0.0055	0.0002	-0.0005	-0.0053	-0.0014	0.0027	0.0042	-0.0010	36	25k dELS + 25k random genomic
012_k562_max_contrast	0.0045	0.0047	0.0046	-0.0004	0.0047	0.0045	-0.0026	-0.0036	-0.0004	0.0002	0.0045	0.0046	0.0040	0.0045	20	K562 motifs GC65 active + GC25 null
013_ap1_tiled_vs_polyA	-0.0012	-0.0013	-0.0020	0.0022	-0.0013	-0.0009	-0.0017	-0.0015	0.0022	0.0057	-0.0009	-0.0020	-0.0030	-0.0012	41	8x AP-1 tile vs poly-A
014_nonoverlap_universal	0.0006	0.0003	0.0004	0.0017	0.0003	-0.0013	-0.0079	-0.0035	0.0017	0.0061	-0.0013	0.0004	0.0014	0.0006	25	12 non-overlap motifs universal + null GC50
015_h3k27ac_top_vs_shuffle	0.0014	0.0016	0.0058	0.0029	0.0016	0.0017	-0.0030	0.0014	0.0029	0.0072	0.0017	0.0058	0.0045	0.0014	36	25k H3K27ac top per cell + 25k dinuc shuffled
016_shared_h3k27ac	-0.0020	-0.0018	-0.0006	-0.0045	-0.0018	-0.0025	0.0017	0.0042	-0.0045	0.0030	-0.0025	-0.0006	0.0042	-0.0020	48	25k shared H3K27ac (all 3 cells) + 25k dinuc-shuffled
017_extreme_gc_contrast	-0.0016	-0.0017	0.0009	-0.0010	-0.0017	-0.0004	-0.0020	-0.0014	-0.0010	0.0029	-0.0004	0.0009	-0.0012	-0.0016	56	25k all-cell-saturated GC70 (20 motifs) + 25k null GC15
018_k562_sknsh_combo	-0.0004	-0.0004	-0.0000	0.0045	-0.0004	0.0002	0.0036	-0.0009	0.0045	-0.0045	0.0002	-0.0000	-0.0003	-0.0004	43	12.5k K562-sat + 12.5k SKNSH + 25k null GC40
019_gradient_5level	-0.0024	-0.0022	0.0012	-0.0008	-0.0022	-0.0034	-0.0009	0.0084	-0.0008	-0.0053	-0.0034	0.0012	-0.0019	-0.0024	43	5x10k gradient: 0/3/6/10/18 K562+univ motifs GC=50
020_universal_bimodal	-0.0028	-0.0021	-0.0004	-0.0053	-0.0021	-0.0012	0.0036	0.0008	-0.0053	0.0065	-0.0012	-0.0004	0.0026	-0.0028	60	25k universal-saturated 16motifs GC60 + 25k null GC30
021_hybrid_k562syn_hepg2real	0.0038	0.0046	-0.0022	-0.0008	0.0046	0.0037	0.0054	0.0080	-0.0008	-0.0043	0.0037	-0.0022	0.0018	0.0038	48	12.5k K562-sat-GC65 + 12.5k null-GC25 + 12.5k HepG2-H3K27ac + 12.5k dinuc-shuf
022_rebalanced_hybrid	0.0032	0.0035	0.0051	-0.0021	0.0035	0.0037	0.0087	-0.0008	-0.0021	-0.0034	0.0037	0.0051	0.0034	0.0032	46	16.5k K562-sat-GC65 + 16.5k null-GC25 + 8.5k HepG2-H3K27ac + 8.5k dinuc-shuf
023_k562_dense_gc50	0.0023	0.0021	-0.0007	0.0005	0.0021	0.0010	0.0090	0.0003	0.0005	0.0022	0.0010	-0.0007	0.0038	0.0023	55	25k K562 16motifs GC50 + 25k null GC50
024_k562_gentle_contrast	0.0037	0.0038	0.0042	0.0035	0.0038	0.0038	0.0043	-0.0007	0.0035	-0.0017	0.0038	0.0042	-0.0009	0.0037	46	25k K562 8motifs GC60 + 25k null GC40
025_triple_bank	-0.0016	-0.0015	0.0003	0.0021	-0.0015	-0.0014	0.0054	0.0048	0.0021	-0.0000	-0.0014	0.0003	-0.0037	-0.0016	51	8.3k K562-sat + 8.3k SKNSH-target + 8.3k HepG2-real (each + paired null)
026_real_k562_augmented	0.0021	0.0019	-0.0031	-0.0007	0.0019	0.0013	-0.0000	-0.0039	-0.0007	-0.0085	0.0013	-0.0031	-0.0009	0.0021	56	25k real-K562-H3K27ac+6motifs + 25k dinuc-shuf
027_k562_tuned	0.0025	0.0024	-0.0004	-0.0015	0.0024	0.0019	-0.0062	-0.0031	-0.0015	0.0016	0.0019	-0.0004	0.0003	0.0025	62	25k K562+HepG2-friendly 14motifs GC65 + 25k null GC30
028_exp012_reseed	-0.0003	0.0003	-0.0002	0.0031	0.0003	0.0005	-0.0021	-0.0012	0.0031	-0.0028	0.0005	-0.0002	0.0064	-0.0003	59	exp 012 recipe with seed=2101 (variance test)
029_exp012_seed3	-0.0003	-0.0001	-0.0015	0.0007	-0.0001	-0.0012	-0.0101	-0.0036	0.0007	0.0005	-0.0012	-0.0015	0.0016	-0.0003	88	exp 012 recipe with seed=2202 (variance test)
030_exp005_reseed	-0.0017	-0.0021	0.0012	-0.0016	-0.0021	-0.0023	-0.0024	-0.0008	-0.0016	-0.0029	-0.0023	0.0012	-0.0076	-0.0017	60	exp 005 recipe with seed=2303 (variance test)
