experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
019_kitchen_sink	0.0765	0.0750	0.0951	0.0906	0.0750	0.0767	0.1429	0.0612	0.0906	0.1271	0.0767	0.0951	0.1402	0.0765	58	10K intersect + 15K cCRE + 15K DNase + 5K CTCF + 5K random
020_ccre_all_classes	0.0743	0.0731	0.0933	0.0866	0.0731	0.0751	0.1404	0.0605	0.0866	0.1274	0.0751	0.0933	0.1413	0.0743	85	50K cCRE all 8 classes proportional (dELS-heavy)
021_009_seed21	0.0732	0.0716	0.0913	0.0897	0.0716	0.0730	0.1427	0.0642	0.0897	0.1275	0.0730	0.0913	0.1394	0.0732	64	REPLICATE 009 with SEED=21 (009 mean across 3 seeds = 0.0746±0.002)
022_019_seed22	0.0749	0.0733	0.0920	0.0883	0.0733	0.0739	0.1445	0.0649	0.0883	0.1267	0.0739	0.0920	0.1412	0.0749	37	REPLICATE 019 with SEED=22
023_019_seed23	0.0730	0.0716	0.0918	0.0895	0.0716	0.0724	0.1397	0.0563	0.0895	0.1270	0.0724	0.0918	0.1375	0.0730	65	REPLICATE 019 with SEED=23 (019 3-seed mean=0.0748 ≈ 009 mean=0.0746, tied within noise)
024_intersect_only	0.0751	0.0736	0.0936	0.0898	0.0736	0.0747	0.1399	0.0639	0.0898	0.1274	0.0747	0.0936	0.1338	0.0751	23	45K pure cCRE∩DNase intersect (15K/cell) + 5K random (max signal density)
025_024_seed25	0.0739	0.0725	0.0904	0.0911	0.0725	0.0727	0.1417	0.0601	0.0911	0.1298	0.0727	0.0904	0.1342	0.0739	30	REPLICATE 024 with SEED=25
026_024_seed26	0.0742	0.0728	0.0940	0.0860	0.0728	0.0738	0.1376	0.0656	0.0860	0.1292	0.0738	0.0940	0.1362	0.0742	20	REPLICATE 024 with SEED=26 (024 3-seed mean=0.0744±0.0006)
027_topsig_intersect	0.0717	0.0701	0.0894	0.0875	0.0701	0.0713	0.1384	0.0635	0.0875	0.1211	0.0713	0.0894	0.1329	0.0717	25	45K top-rank-signal pooled cCRE∩DNase + 5K random (BELOW plateau, diversity>intensity)
028_019_seed28	0.0746	0.0733	0.0923	0.0902	0.0733	0.0745	0.1398	0.0621	0.0902	0.1262	0.0745	0.0923	0.1389	0.0746	25	REPLICATE 019 with SEED=28
029_019_seed29	0.0746	0.0731	0.0932	0.0888	0.0731	0.0741	0.1424	0.0601	0.0888	0.1252	0.0741	0.0932	0.1397	0.0746	20	REPLICATE 019 with SEED=29 (019 5-seed mean=0.0747±0.0011, robust)
030_final_submission	0.0746	0.0732	0.0931	0.0876	0.0732	0.0737	0.1413	0.0583	0.0876	0.1286	0.0737	0.0931	0.1379	0.0746	13	FINAL SUBMISSION — 019 kitchen-sink SEED=30 (019 6-seed mean=0.0747±0.0011)
