experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
019_gc_stratified_natural	0.4966	0.4975	0.5390	0.5083	0.4975	0.5334	0.5948	0.0877	0.5083	0.5345	0.5334	0.5390	0.5887	0.4966	43	GC-uniform 20K nat + exp011 ccre/dhs/mouse
020_tf_balanced_chip	0.4900	0.4912	0.5325	0.5074	0.4912	0.5295	0.5666	0.0894	0.5074	0.5399	0.5295	0.5325	0.5827	0.4900	22	20K nat + 15K TF-balanced ChIP (cap 30/TF) + 10K DHS + 5K mouse
021_five_way_chip	0.4992	0.5001	0.5387	0.5168	0.5001	0.5364	0.5914	0.0975	0.5168	0.5466	0.5364	0.5387	0.5899	0.4992	17	17K nat + 13K cCRE + 8K DHS + 7K ChIP + 5K mouse (5-way)
022_no_mouse	0.4945	0.4952	0.5314	0.5082	0.4952	0.5316	0.6016	0.0916	0.5082	0.5435	0.5316	0.5314	0.5881	0.4945	13	25K nat + 15K cCRE + 10K DHS (no mouse, human-only)
023_variant_perturbed	0.4985	0.4993	0.5384	0.5154	0.4993	0.5356	0.5931	0.0972	0.5154	0.5381	0.5356	0.5384	0.5869	0.4985	24	12.5K nat+12.5K nat-SNP+10K cCRE+5K cCRE-SNP+5K DHS+5K mouse
024_six_way_max_atlas	0.5025	0.5034	0.5428	0.5211	0.5034	0.5398	0.5941	0.0987	0.5211	0.5419	0.5398	0.5428	0.5898	0.5025	14	20K nat+8K cCRE+7K DHS+7K ChIP+3K FANTOM+5K mouse (NEW BEST seed=0)
025_six_way_seed1	0.5027	0.5037	0.5414	0.5162	0.5037	0.5405	0.5915	0.0981	0.5162	0.5471	0.5405	0.5414	0.5941	0.5027	12	exp024 design seed=1 (CONFIRMS 6-way improvement, mean 0.5026)
026_six_way_seed2	0.4959	0.4966	0.5369	0.5091	0.4966	0.5343	0.5917	0.0966	0.5091	0.5502	0.5343	0.5369	0.5916	0.4959	14	exp024 design seed=2 (3-seed mean 0.5004, plateau holds)
027_four_way_seed2	0.4976	0.4983	0.5369	0.5111	0.4983	0.5345	0.5935	0.0972	0.5111	0.5448	0.5345	0.5369	0.5855	0.4976	39	exp011 design seed=2 (4-way 3-seed mean 0.4986)
028_four_way_seed3	0.5005	0.5013	0.5384	0.5154	0.5013	0.5365	0.5966	0.0987	0.5154	0.5404	0.5365	0.5384	0.5909	0.5005	26	exp011 design seed=3 (4-way 4-seed mean 0.4991, sd 0.0021)
029_six_way_seed3	0.5003	0.5011	0.5381	0.5151	0.5011	0.5362	0.5958	0.0989	0.5151	0.5452	0.5362	0.5381	0.5932	0.5003	14	exp024 design seed=3 (6-way 4-seed mean 0.5004, sd 0.0032)
030_final_submission	0.4974	0.4982	0.5359	0.5140	0.4982	0.5346	0.5889	0.1027	0.5140	0.5405	0.5346	0.5359	0.5894	0.4974	24	FINAL SUBMISSION: exp024 design seed=4 (6-way 5-seed mean 0.4998)
