experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
017_palindrome_scaffold_12	0.3051	0.3057	0.3113	0.2598	0.3057	0.3035	0.3348	0.0904	0.2598	0.2882	0.3035	0.3113	0.3217	0.3051	22.0	palindrome + 12-char scaffold prefix (smaller scaffold)
018_scaled_palindrome	0.2922	0.2927	0.2972	0.2552	0.2927	0.2905	0.3135	0.0932	0.2552	0.2789	0.2905	0.2972	0.3006	0.2922	47.6	scaled palindrome: A + RC(A) + A + RC(A), A length 50
019_palindrome_alt_complement	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	19.3	palindrome under alt complement 0<->1,2<->3 (caused NaN in cond a)
020_palindrome_dense_motifs	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	25.9	palindrome + 24 scaffold + tail of dense palindromic 4-mers (NaN a/b)
021_palindrome_noisy_scaffold	0.3036	0.3040	0.3079	0.2592	0.3040	0.3025	0.3225	0.0873	0.2592	0.2850	0.3025	0.3079	0.3145	0.3036	36.4	palindrome + 48-char period-4 scaffold with 20%% mutation noise
022_library_rc_pairs	0.2504	0.2505	0.2497	0.2351	0.2505	0.2493	0.2462	0.0858	0.2351	0.2523	0.2493	0.2497	0.2382	0.2504	24.7	25k random + 25k their RC (library-level RC pairing, no per-seq palindrome)
023_palindrome_scaffold_18	0.3030	0.3036	0.3088	0.2589	0.3036	0.3016	0.3340	0.0931	0.2589	0.2886	0.3016	0.3088	0.3224	0.3030	14.4	palindrome + 18-char period-4 scaffold
024_palindrome_distributed_scaffold	0.3053	0.3059	0.3114	0.2593	0.3059	0.3040	0.3355	0.0920	0.2593	0.2884	0.3040	0.3114	0.3255	0.3053	14.9	4x6 distributed scaffolds at 0,25,50,75 in palindrome left half
025_palindrome_local_palin_6mers	0.2546	0.2548	0.2506	0.2274	0.2548	0.2524	0.2357	0.0802	0.2274	0.2352	0.2524	0.2506	0.2285	0.2546	36.5	palindrome + scaffold + local palin 6-mers tiled in tail
026_palindrome_ebox_scaffold	0.3121	0.3125	0.3175	0.2663	0.3125	0.3107	0.3383	0.0892	0.2663	0.2942	0.3107	0.3175	0.3310	0.3121	22.3	palindrome + 4x E-box (CACGTG) scaffold (24 chars)
027_palindrome_ebox36	0.3047	0.3051	0.3112	0.2615	0.3051	0.3033	0.3351	0.0744	0.2615	0.2893	0.3033	0.3112	0.3250	0.3047	17.2	palindrome + E-box x6 scaffold (36 chars)
028_palindrome_aatatt_scaffold	0.3155	0.3161	0.3188	0.2640	0.3161	0.3151	0.3312	0.0810	0.2640	0.2970	0.3151	0.3188	0.3254	0.3155	21.6	palindrome + 4x AATATT scaffold (AT-rich palindromic 6-mer)
029_palindrome_aaattt_scaffold	0.3147	0.3151	0.3172	0.2646	0.3151	0.3139	0.3275	0.0835	0.2646	0.2964	0.3139	0.3172	0.3197	0.3147	13.4	palindrome + 4x AAATTT scaffold (AT-extreme palindrome)
030_palindrome_aaaatttt_scaffold	0.3177	0.3182	0.3216	0.2649	0.3182	0.3175	0.3339	0.0816	0.2649	0.2990	0.3175	0.3216	0.3297	0.3177	15.2	palindrome + 3x AAAATTTT scaffold (8-mer AT-block palindrome)
