experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
011_malinois_hepg2_extremes	0.1695	0.1712	0.1860	0.1693	0.1712	0.2520	0.1518	0.0416	0.1693	0.1217	0.2520	0.1860	0.1301	0.1695	37.5	25k top + 25k bottom HepG2_lfc
012_malinois_cre_biased	0.1708	0.1701	0.1795	0.1714	0.1701	0.2183	0.1327	0.0388	0.1714	0.1546	0.2183	0.1795	0.1153	0.1708	36.2	all CRE class + extremes-fill
013_malinois_k562_stratified	0.1743	0.1746	0.1860	0.1782	0.1746	0.1758	0.1883	0.0436	0.1782	0.1341	0.1758	0.1860	0.1523	0.1743	35.6	10 K562 quantiles x 5k
014_tri_stratified	0.1861	0.1868	0.2025	0.1679	0.1868	0.2618	0.1540	0.0417	0.1679	0.1331	0.2618	0.2025	0.1211	0.1861	33.3	tri-strat 5x5x5 in (K,H,S)
015_sknsh_stratified	0.1682	0.1692	0.1840	0.1671	0.1692	0.2090	0.1570	0.0460	0.1671	0.1575	0.2090	0.1840	0.1360	0.1682	36.8	10 SKNSH quantiles x 5k
016_per_cell_strat_union	0.1786	0.1797	0.1942	0.1670	0.1797	0.2453	0.1384	0.0443	0.1670	0.1281	0.2453	0.1942	0.1223	0.1786	48.0	per-cell 10-quantile union
017_tri_strat_6x6x6	0.1763	0.1774	0.1913	0.1563	0.1774	0.2214	0.1853	0.0385	0.1563	0.1172	0.2214	0.1913	0.1473	0.1763	40.4	tri-strat 6x6x6
018_tri_strat_4x4x4	0.1909	0.1914	0.2037	0.1717	0.1914	0.2443	0.1637	0.0481	0.1717	0.1265	0.2443	0.2037	0.1236	0.1909	31.6	tri-strat 4x4x4 (best)
019_tri_strat_intra_extreme	0.1656	0.1664	0.1757	0.1639	0.1664	0.1538	0.2036	0.0456	0.1639	0.1182	0.1538	0.1757	0.1669	0.1656	34.8	tri-strat 5x5x5 intra-bucket high-z
020_tri_strat_plus_cre	0.1696	0.1681	0.1725	0.1626	0.1681	0.1536	0.1714	0.0394	0.1626	0.1587	0.1536	0.1725	0.1329	0.1696	36.9	tri-strat 5x5x5 + CRE all
021_tri_strat_3x3x3	0.1814	0.1822	0.1978	0.1600	0.1822	0.2590	0.1549	0.0438	0.1600	0.1263	0.2590	0.1978	0.1245	0.1814	38.1	tri-strat 3x3x3
022_tri_strat_4x4x4_seed100	0.1870	0.1881	0.2034	0.1517	0.1881	0.2653	0.1406	0.0392	0.1517	0.1493	0.2653	0.2034	0.1242	0.1870	32.7	4x4x4 seed=100 (seed noise check)
023_tri_strat_2x2x2	0.1728	0.1736	0.1915	0.1710	0.1736	0.2138	0.1601	0.0454	0.1710	0.1421	0.2138	0.1915	0.1331	0.1728	39.0	tri-strat 2x2x2
024_marginal_uniform	0.1800	0.1805	0.1928	0.1636	0.1805	0.2437	0.1338	0.0393	0.1636	0.1446	0.2437	0.1928	0.1122	0.1800	38.9	weighted sample for uniform marginals
025_tri_strat_4x4x4_equal_with_replace	0.1843	0.1845	0.2011	0.1678	0.1845	0.2585	0.1601	0.0399	0.1678	0.1582	0.2585	0.2011	0.1200	0.1843	31.7	4x4x4 equal with-replace
026_tri_strat_4x4x4_residuals	0.1888	0.1893	0.1989	0.1675	0.1893	0.2509	0.1516	0.0414	0.1675	0.1274	0.2509	0.1989	0.1207	0.1888	32.5	4x4x4 in PCA-decorrelated space
027_4x4x4_seed_blend	0.1906	0.1908	0.2021	0.1803	0.1908	0.2573	0.1694	0.0374	0.1803	0.1352	0.2573	0.2021	0.1178	0.1906	31.7	4x4x4 union over 3 seeds, restratified
028_tri_strat_5x5_2D_KH	0.1896	0.1902	0.2056	0.1611	0.1902	0.2679	0.1540	0.0433	0.1611	0.1599	0.2679	0.2056	0.1132	0.1896	33.6	10x10 in ((K+H)/2, S)
029_4x4x4_low_se	0.1837	0.1836	0.1922	0.1727	0.1836	0.2331	0.1525	0.0420	0.1727	0.1459	0.2331	0.1922	0.1150	0.1837	35.6	4x4x4 on low-SE subset
030_best_4x4x4_seed_sweep	0.1846	0.1852	0.1984	0.1569	0.1852	0.2692	0.1367	0.0426	0.1569	0.1611	0.2692	0.1984	0.1108	0.1846	35.5	4x4x4 union over 6 seeds, restratified
