experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
017_chimera_10bp	0.4248	0.4248	0.4237	0.4263	0.4248	0.4244	0.4268	0.3868	0.4263	0.4321	0.4244	0.4237	0.4243	0.4248	52.0	chimera 190bp random + 10bp natural insert (NEW BEST)
018_chimera_20bp	0.4216	0.4215	0.4200	0.4231	0.4215	0.4217	0.4264	0.3850	0.4231	0.4291	0.4217	0.4200	0.4199	0.4216	35.0	chimera 180bp random + 20bp natural insert
019_chimera_5bp	0.4136	0.4134	0.4111	0.4195	0.4134	0.4131	0.4193	0.3845	0.4195	0.4222	0.4131	0.4111	0.4135	0.4136	30.0	chimera 195bp random + 5bp natural insert (too small)
020_chimera_2x10bp	0.4129	0.4126	0.4108	0.4145	0.4126	0.4130	0.4230	0.3808	0.4145	0.4222	0.4130	0.4108	0.4100	0.4129	43.3	chimera 2x 10bp natural inserts non-overlapping (worse than 1x)
021_chimera_10bp_center	0.4186	0.4182	0.4159	0.4255	0.4182	0.4189	0.4257	0.3819	0.4255	0.4267	0.4189	0.4159	0.4179	0.4186	37.0	chimera 10bp natural insert at fixed center pos 95
022_chimera_10bp_seed42	0.4202	0.4200	0.4168	0.4226	0.4200	0.4202	0.4273	0.3839	0.4226	0.4274	0.4202	0.4168	0.4182	0.4202	42.0	chimera 10bp natural insert seed=42 (validation of Exp 017)
023_random_seed99	0.4251	0.4249	0.4219	0.4318	0.4249	0.4244	0.4322	0.3838	0.4318	0.4278	0.4244	0.4219	0.4241	0.4251	41.0	pure random seed=99 (NEW BEST, noise probe)
024_random_seed7	0.4234	0.4234	0.4210	0.4270	0.4234	0.4240	0.4266	0.3822	0.4270	0.4270	0.4240	0.4210	0.4195	0.4234	41.0	pure random seed=7
025_random_seed314	0.4277	0.4274	0.4257	0.4315	0.4274	0.4276	0.4351	0.3825	0.4315	0.4325	0.4276	0.4257	0.4289	0.4277	26.0	pure random seed=314 (NEW BEST)
026_random_seed2024	0.4278	0.4275	0.4248	0.4288	0.4275	0.4269	0.4308	0.3838	0.4288	0.4288	0.4269	0.4248	0.4265	0.4278	28.0	pure random seed=2024 (marginal new best)
027_at_bias_seed314	0.4273	0.4272	0.4231	0.4255	0.4272	0.4270	0.4284	0.3840	0.4255	0.4270	0.4270	0.4231	0.4219	0.4273	40.0	random p_A=p_T=0.27 p_C=p_G=0.23 seed=314 (no lift)
028_gc_bias_seed2024	0.4213	0.4214	0.4209	0.4298	0.4214	0.4216	0.4272	0.3804	0.4298	0.4237	0.4216	0.4209	0.4188	0.4213	43.0	random p_A=p_T=0.23 p_C=p_G=0.27 seed=2024 (hurts)
029_random_seed65537	0.4268	0.4267	0.4246	0.4323	0.4267	0.4268	0.4331	0.3798	0.4323	0.4292	0.4268	0.4246	0.4295	0.4268	39.0	pure random seed=65537
030_final_best	0.4241	0.4239	0.4238	0.4264	0.4239	0.4248	0.4275	0.3836	0.4264	0.4286	0.4248	0.4238	0.4250	0.4241	31.0	final shot pure random seed=42424242 (best is Exp 026 seed=2024)
