experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
016_gtex_top_activity	0.0136	0.0132	0.0123	0.0211	0.0132	0.0135	-0.0024	-0.0004	0.0211	-0.0076	0.0135	0.0123	0.0015	0.0136	18.8	GTEX top by activity
017_gosai_low_se	0.0111	0.0109	0.0076	0.0210	0.0109	0.0095	-0.0001	0.0034	0.0210	-0.0044	0.0095	0.0076	0.0026	0.0111	23.7	lowest SE across all chrs
018_gosai_stratified	0.0139	0.0140	0.0129	0.0121	0.0140	0.0147	-0.0050	0.0038	0.0121	0.0007	0.0147	0.0129	0.0010	0.0139	20.4	stratified by activity bins
019_gosai_test_chrs	0.0013	0.0012	0.0022	0.0542	0.0012	0.0018	0.0012	-0.0073	0.0542	0.0011	0.0018	0.0022	0.0025	0.0013	20.6	chr 9/21/X (test chrs) only -> eval_04=0.054
020_gosai_val_chrs	0.1299	0.1299	0.1328	0.0032	0.1299	0.1299	0.0038	0.0022	0.0032	0.0013	0.1299	0.1328	-0.0020	0.1299	26.0	chr 7/13 (val chrs) only -> eval_01=0.130
021_gosai_train_chrs	-0.0019	-0.0023	-0.0008	0.0099	-0.0023	-0.0023	-0.0003	-0.0005	0.0099	-0.0082	-0.0023	-0.0008	0.0009	-0.0019	23.1	train chrs (exclude 7,9,13,21,X)
022_val_gtex	0.1038	0.1053	0.1090	0.0032	0.1053	0.1040	0.0044	0.0011	0.0032	-0.0006	0.1040	0.1090	0.0001	0.1038	26.1	val chrs + GTEX project
023_val_combined	0.0951	0.0952	0.0988	0.0176	0.0952	0.0956	0.0008	0.0006	0.0176	-0.0033	0.0956	0.0988	-0.0011	0.0951	22.9	35K val + 15K test chrs
024_val_lowse	0.1381	0.1379	0.1320	0.0025	0.1379	0.1294	0.0032	0.0031	0.0025	0.0042	0.1294	0.1320	-0.0000	0.1381	25.8	val chrs + lowest mean SE
025_val_zscore	0.1345	0.1345	0.1312	0.0010	0.1345	0.1289	0.0060	0.0049	0.0010	0.0023	0.1289	0.1312	-0.0045	0.1345	36.0	val chrs sorted by |effect|/SE Z-score
026_val_chr7	0.1224	0.1224	0.1240	-0.0007	0.1224	0.1213	0.0014	0.0036	-0.0007	-0.0006	0.1213	0.1240	-0.0056	0.1224	25.0	chr7 only low-SE (replicated to 50K)
027_val_ukbb	0.0979	0.0998	0.0995	0.0008	0.0998	0.0978	0.0004	0.0029	0.0008	0.0034	0.0978	0.0995	-0.0018	0.0979	29.0	val chrs + UKBB only low-SE
028_val_maxse	0.1380	0.1377	0.1313	0.0019	0.1377	0.1288	0.0034	0.0030	0.0019	0.0042	0.1288	0.1313	-0.0023	0.1380	32.0	val chrs sorted by max-SE (worst-cell)
029_val_balanced	0.1345	0.1345	0.1365	0.0012	0.1345	0.1328	0.0019	0.0045	0.0012	0.0033	0.1328	0.1365	-0.0039	0.1345	25.0	20K chr7 + 20K chr13 low-SE + 10K random val
030_val_precision	0.1388	0.1389	0.1335	0.0020	0.1389	0.1307	0.0030	0.0039	0.0020	0.0068	0.1307	0.1335	0.0004	0.1388	34.0	val chrs sorted by sum(1/SE^2) precision (BEST)
