experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
015_period2_02_purine	0.1007	0.1016	0.1129	0.0985	0.1016	0.1390	0.0977	0.0335	0.0985	0.0935	0.1390	0.1129	0.0879	0.1007	20.5	period-2 (0,2) template at p=0.7
016_period16_all_phases	0.0996	0.0998	0.1069	0.0986	0.0998	0.1044	0.1113	0.0422	0.0986	0.0907	0.1044	0.1069	0.0948	0.0996	22.6	period-16 multi-phase template (worse than period-4)
017_asymmetric_noise_0123	0.1196	0.1200	0.1264	0.1238	0.1200	0.1415	0.1058	0.0393	0.1238	0.1100	0.1415	0.1264	0.0942	0.1196	20.3	period-4 0123 p=0.7 with asymmetric noise (next-base biased)
018_period4_0123_p75	0.1546	0.1548	0.1637	0.1548	0.1548	0.1955	0.1349	0.0478	0.1548	0.1359	0.1955	0.1637	0.1118	0.1546	13.5	period-4 0123 p=0.75 (flat optimum confirmed)
019_period3_012	0.0957	0.0966	0.0986	0.0931	0.0966	0.1011	0.0874	0.0387	0.0931	0.0831	0.1011	0.0986	0.0786	0.0957	23.2	period-3 (0,1,2) p=0.7 (worse: period-4 specific)
020_period4_perseq_phase	0.1420	0.1426	0.1521	0.1355	0.1426	0.1488	0.1546	0.0543	0.1355	0.1541	0.1488	0.1521	0.1262	0.1420	23.5	per-seq random phase period-4 p=0.7 (c preserved, a/b collapse)
021_pos_gradient_p	0.1505	0.1506	0.1598	0.1528	0.1506	0.1901	0.1326	0.0498	0.1528	0.1341	0.1901	0.1598	0.1123	0.1505	22.9	period-4 p=0.95 first half, p=0.5 second half (slight drop)
022_period4_0123_p40	0.1534	0.1535	0.1631	0.1547	0.1535	0.1953	0.1356	0.0521	0.1547	0.1345	0.1953	0.1631	0.1140	0.1534	25.4	period-4 0123 p=0.4 (plateau low-end confirmed)
023_perseq_2phase_01	0.1479	0.1489	0.1527	0.1491	0.1489	0.1544	0.1735	0.0502	0.1491	0.1207	0.1544	0.1527	0.1458	0.1479	26.1	per-seq 2-phase mix (0,1) p=0.7 (eval_07 lifts, eval_01 drops)
024_deterministic_4phases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.8	deterministic 4-pattern (12500 of each phase) - condition_c NaN insight
025_prev_biased_noise	0.1178	0.1185	0.1268	0.1251	0.1185	0.1416	0.1037	0.0392	0.1251	0.1083	0.1416	0.1268	0.0900	0.1178	24.4	period-4 0123 prev-biased asym noise (0.7/0.05/0.05/0.2)
026_gradient_peak	0.1147	0.1149	0.1230	0.1212	0.1149	0.1371	0.1009	0.0353	0.1212	0.1063	0.1371	0.1230	0.0886	0.1147	25.7	period-4 0123 gradient peak (0.5/0.2/0.2/0.1) - sharp peak is optimal
027_perrow_noise_dirichlet	0.1628	0.1631	0.1721	0.1611	0.1631	0.2109	0.1416	0.0502	0.1611	0.1381	0.2109	0.1721	0.1153	0.1628	25.3	per-row Dirichlet(1) noise direction (BREAKTHROUGH +0.008)
028_perrow_dirichlet_03	0.1630	0.1633	0.1722	0.1612	0.1633	0.2119	0.1422	0.0490	0.1612	0.1377	0.2119	0.1722	0.1148	0.1630	28.1	per-row Dirichlet(0.3) noise direction (tied with Dirichlet(1))
029_perrow_4way_dirichlet	0.1658	0.1660	0.1745	0.1618	0.1660	0.2164	0.1428	0.0510	0.1618	0.1386	0.2164	0.1745	0.1140	0.1658	25.9	per-row 4-way Dirichlet alpha=(2.1,0.3,0.3,0.3) NEW BEST
030_perrow_dirichlet_extreme	0.1710	0.1711	0.1796	0.1602	0.1711	0.2278	0.1445	0.0441	0.1602	0.1411	0.2278	0.1796	0.1090	0.1710	21.1	per-row 4-way Dirichlet alpha=(0.7,0.1,0.1,0.1) EXTREME variance - FINAL BEST
