experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
015_malinois_cell_type_specific	0.6600	0.6608	0.6677	0.6300	0.6608	0.6629	0.7061	0.1259	0.6300	0.5982	0.6629	0.6677	0.6881	0.6600	42	Top 50k Malinois by cross-CT std (eval_04 +0.03, eval_01 -0.03)
016_ccre_plus_ctspecific	0.6914	0.6922	0.6991	0.6027	0.6922	0.6928	0.7541	0.1243	0.6027	0.6646	0.6928	0.6991	0.7438	0.6914	31	40k cCRE + 10k Malinois CT-specific spice
017_chipseq_k562_hepg2_sknsh	0.6900	0.6907	0.6957	0.6012	0.6907	0.6899	0.7483	0.1266	0.6012	0.6634	0.6899	0.6957	0.7363	0.6900	26	ChIP-seq K562/HepG2/SKNSH peaks 17/17/16k
018_mega_pool_three_source	0.6928	0.6937	0.7003	0.6004	0.6937	0.6936	0.7557	0.1226	0.6004	0.6655	0.6936	0.7003	0.7472	0.6928	27	17k cCRE + 17k ChIP + 16k Malinois mega-pool (tiny eval_01 lift)
019_ccre_chip_pair	0.6913	0.6921	0.6979	0.5989	0.6921	0.6915	0.7524	0.1247	0.5989	0.6651	0.6915	0.6979	0.7419	0.6913	38	25k cCRE + 25k ChIP-seq peaks (no malinois)
020_ccre_heavy_mega	0.6928	0.6936	0.7001	0.5986	0.6936	0.6935	0.7553	0.1230	0.5986	0.6665	0.6935	0.7001	0.7470	0.6928	35	30k cCRE + 10k ChIP + 10k Malinois (ties best 0.6928)
021_four_source_mega	0.6911	0.6920	0.6984	0.5920	0.6920	0.6916	0.7561	0.1227	0.5920	0.6671	0.6916	0.6984	0.7465	0.6911	42	13k cCRE + 13k ChIP + 12k Malinois + 12k DHS
022_chipseq_highconf	0.6172	0.6176	0.6191	0.5649	0.6176	0.6154	0.6751	0.1216	0.5649	0.5855	0.6154	0.6191	0.6513	0.6172	36	Top-score ChIP-seq peaks (selection bias HURTS again)
023_mega_rc_jitter	0.6928	0.6937	0.7000	0.6003	0.6937	0.6934	0.7558	0.1241	0.6003	0.6666	0.6934	0.7000	0.7467	0.6928	45	mega-pool 30/10/10 + RC + jitter (ties 0.6928)
024_chip_malinois_heavy	0.6926	0.6935	0.7001	0.5993	0.6935	0.6931	0.7549	0.1219	0.5993	0.6659	0.6931	0.7001	0.7467	0.6926	40	10k cCRE + 20k ChIP + 20k Malinois (recipe robust to ratio)
025_four_source_fantom	0.6928	0.6935	0.6978	0.6197	0.6935	0.6928	0.7453	0.1252	0.6197	0.6577	0.6928	0.6978	0.7334	0.6928	39	12.5k each cCRE/ChIP/Malinois/FANTOM5 (eval_04 +0.02)
026_five_source_mega	0.6914	0.6921	0.6968	0.6114	0.6921	0.6916	0.7477	0.1270	0.6114	0.6597	0.6916	0.6968	0.7357	0.6914	45	10k each cCRE/ChIP/Malinois/FANTOM5/DHS (DHS dilutes again)
027_ccre_fantom_malinois	0.6907	0.6914	0.6957	0.6220	0.6914	0.6907	0.7416	0.1237	0.6220	0.6527	0.6907	0.6957	0.7297	0.6907	27	cCRE + FANTOM5 + Malinois (drop ChIP, eval_04 +0.02 but eval_01 -0.002)
028_ccre_heavy_four_source	0.6943	0.6951	0.7001	0.6122	0.6951	0.6948	0.7514	0.1246	0.6122	0.6627	0.6948	0.7001	0.7405	0.6943	52	25k cCRE + 8.5k ChIP + 8.5k Malinois + 8k FANTOM5 (NEW BEST 0.6943)
029_ccre_dominant_four	0.6920	0.6928	0.6982	0.6092	0.6928	0.6925	0.7503	0.1240	0.6092	0.6613	0.6925	0.6982	0.7391	0.6920	52	30k cCRE + 7k ChIP + 7k Malinois + 6k FANTOM5 (60% cCRE regresses vs 50%)
030_final_winner	0.6925	0.6932	0.6983	0.6113	0.6932	0.6929	0.7495	0.1254	0.6113	0.6619	0.6929	0.6983	0.7388	0.6925	48	reproduce 028 recipe seed 30 (validates +-0.002 seed variance)
