experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
018_dense_motifs_higher	-0.0012	-0.0013	-0.0032	0.0073	-0.0013	-0.0005	0.0109	-0.0072	0.0073	0.0003	-0.0005	-0.0032	0.0054	-0.0012	21.0	35k motifs (35-50/seq) + 15k pELS
019_dense_motifs_lower	-0.0008	-0.0010	0.0008	0.0016	-0.0010	-0.0012	-0.0006	0.0029	0.0016	0.0040	-0.0012	0.0008	0.0018	-0.0008	12.0	35k motifs (5-12/seq) + 15k pELS
020_mixed_density	0.0003	0.0000	0.0007	-0.0044	0.0000	-0.0003	-0.0003	0.0016	-0.0044	-0.0083	-0.0003	0.0007	0.0045	0.0003	14.0	17.5k motifs@15-25 + 17.5k motifs@35-50 + 15k pELS
021_pure_dense_high	0.0034	0.0034	0.0030	0.0013	0.0034	0.0031	-0.0012	-0.0012	0.0013	0.0011	0.0031	0.0030	0.0031	0.0034	25.0	50k pure dense motifs (35-50/seq), no cCRE
022_motif_enhanced_pels	0.0016	0.0013	-0.0002	0.0020	0.0013	0.0015	0.0006	-0.0027	0.0020	0.0030	0.0015	-0.0002	0.0067	0.0016	35.0	35k motif-enhanced pELS backbone + 15k pure pELS
023_motif_pels_ctcf	-0.0003	0.0000	0.0037	0.0030	0.0000	0.0008	0.0055	0.0064	0.0030	-0.0060	0.0008	0.0037	0.0023	-0.0003	38.0	35k motifs + 15k pELS,CTCF-bound only
024_universal_motifs_pels	-0.0030	-0.0031	0.0005	0.0041	-0.0031	-0.0023	0.0052	-0.0017	0.0041	-0.0020	-0.0023	0.0005	-0.0011	-0.0030	32.0	35k motifs (10 universal TFs only) + 15k pELS
025_012_seed_check	0.0052	0.0054	0.0048	0.0008	0.0054	0.0067	0.0041	-0.0002	0.0008	-0.0042	0.0067	0.0048	0.0016	0.0052	36.0	012 recipe with seed=125 (stability test)
026_018_seed_check	-0.0024	-0.0025	-0.0027	0.0006	-0.0025	-0.0029	-0.0001	0.0087	0.0006	0.0089	-0.0029	-0.0027	0.0020	-0.0024	29.0	018 recipe (high-density) with seed=180
027_012_seed42	0.0001	0.0003	-0.0002	-0.0051	0.0003	0.0005	-0.0031	0.0027	-0.0051	-0.0046	0.0005	-0.0002	0.0011	0.0001	25.0	012 recipe with seed=42 (third stability sample)
028_012_seed77	0.0012	0.0009	0.0012	0.0008	0.0009	0.0009	-0.0002	0.0034	0.0008	0.0004	0.0009	0.0012	0.0079	0.0012	40.0	012 recipe with seed=77
029_012_seed2025	-0.0032	-0.0028	0.0004	0.0032	-0.0028	-0.0032	-0.0067	0.0033	0.0032	0.0019	-0.0032	0.0004	-0.0009	-0.0032	27.0	012 recipe with seed=2025
030_final_library	0.0052	0.0054	0.0048	0.0008	0.0054	0.0067	0.0041	-0.0002	0.0008	-0.0042	0.0067	0.0048	0.0016	0.0052	35.0	FINAL LIBRARY: 35k motifs + 15k pELS, seed=125
