experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
018_cpg_stratified	0.3923	0.3929	0.3866	0.3960	0.3929	0.3900	0.3919	0.2646	0.3960	0.3619	0.3900	0.3866	0.4057	0.3923	99	10K nat per CpG-count bin (0-1,2-5,6-12,13-25,26+)
019_tss_anchored	0.3617	0.3622	0.3571	0.3677	0.3622	0.3602	0.3618	0.2547	0.3677	0.3401	0.3602	0.3571	0.3752	0.3617	109	50K windows around 20K PLS elements ±85bp jitter (CATASTROPHIC)
020_multispecies_gc	0.3947	0.3953	0.3892	0.3987	0.3953	0.3925	0.3969	0.2645	0.3987	0.3669	0.3925	0.3892	0.4096	0.3947	114	25K hg38 GC-strat + 25K mm39 GC-strat
021_dhs_components	0.3920	0.3926	0.3864	0.3935	0.3926	0.3897	0.3922	0.2639	0.3935	0.3665	0.3897	0.3864	0.4061	0.3920	108	3125 DHS per component across 16 DHS components
022_mix_seed2	0.3954	0.3960	0.3902	0.3985	0.3960	0.3933	0.3966	0.2656	0.3985	0.3672	0.3933	0.3902	0.4120	0.3954	98	4-way mix exp 002 design, seed=2 (3rd noise sample)
023_dhs_gc_strat	0.3921	0.3927	0.3869	0.3961	0.3927	0.3900	0.3923	0.2651	0.3961	0.3653	0.3900	0.3869	0.4067	0.3921	102	50K DHS GC-stratified (10K/bin, no natural)
024_noise_injection	0.3800	0.3806	0.3751	0.3748	0.3806	0.3778	0.3875	0.2618	0.3748	0.3542	0.3778	0.3751	0.4000	0.3800	98	25K natural + 25K random uniform 40% GC
025_gc_strat_random	0.3899	0.3904	0.3841	0.3919	0.3904	0.3871	0.3881	0.2740	0.3919	0.3660	0.3871	0.3841	0.4045	0.3899	101	50K random uniform GC-stratified (10K/bin) — GC vs motif decomposition
026_gc_strat_dinuc	0.3853	0.3858	0.3800	0.3859	0.3858	0.3836	0.3873	0.2684	0.3859	0.3643	0.3836	0.3800	0.4013	0.3853	98	50K dinuc-shuffled natural GC-stratified (10K/bin) — decompose motif premium
027_motif_planted	0.3885	0.3890	0.3828	0.3910	0.3890	0.3859	0.3897	0.2717	0.3910	0.3649	0.3859	0.3828	0.3996	0.3885	98	50K GC-strat random scaffolds with 3 JASPAR consensuses planted each
028_synthesis	0.3941	0.3947	0.3883	0.3974	0.3947	0.3921	0.3945	0.2653	0.3974	0.3676	0.3921	0.3883	0.4081	0.3941	99	GC-strat × 4 sources (hg-nat, mm-nat, hg-DHS, hg-cCRE), 2500 each per bin
029_synthesis_seed1	0.3949	0.3954	0.3895	0.3977	0.3954	0.3925	0.3957	0.2645	0.3977	0.3679	0.3925	0.3895	0.4086	0.3949	106	synthesis design from exp 028, seed=1 — noise control
030_fine_gc	0.3916	0.3922	0.3864	0.3955	0.3922	0.3895	0.3938	0.2614	0.3955	0.3633	0.3895	0.3864	0.4071	0.3916	102	10-bin GC-strat natural (5K/bin) — tests if finer GC resolution lifts
