experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
011_index_encoded	-0.0034	-0.0032	-0.0061	-0.0050	-0.0032	-0.0031	0.0078	0.0011	-0.0050	-0.0003	-0.0031	-0.0061	0.0068	-0.0034	13	row idx -> base-4 prefix
012_8buckets_2levels	0.0001	-0.0001	0.0043	-0.0017	-0.0001	-0.0002	-0.0006	0.0022	-0.0017	0.0053	-0.0002	0.0043	-0.0031	0.0001	13	8 buckets, two HEAVY levels
013_8buckets_single_pair	-0.0031	-0.0037	-0.0030	-0.0008	-0.0037	-0.0038	0.0095	0.0034	-0.0008	-0.0029	-0.0038	-0.0030	0.0004	-0.0031	13	8 buckets with single pair structure
014_4buckets_ramp	0.0009	0.0009	-0.0012	0.0005	0.0009	0.0007	0.0007	-0.0006	0.0005	-0.0062	0.0007	-0.0012	0.0036	0.0009	13	4 buckets with ramp HEAVY within block
015_4buckets_exact_compo	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	11	exact counts 170/10/10/10 -> NaN
016_heavy70_seed7	-0.0009	-0.0010	-0.0028	-0.0008	-0.0010	-0.0008	-0.0000	-0.0052	-0.0008	0.0020	-0.0008	-0.0028	0.0056	-0.0009	11	HEAVY=0.70 seed=7 (replicate)
017_heavy85_interleaved	-0.0032	-0.0031	-0.0007	-0.0003	-0.0031	-0.0023	-0.0040	-0.0006	-0.0003	-0.0009	-0.0023	-0.0007	0.0053	-0.0032	13	HEAVY=0.85 rows interleaved
018_heavy85_perm_reversed	-0.0013	-0.0013	-0.0035	0.0050	-0.0013	-0.0012	-0.0041	-0.0054	0.0050	0.0018	-0.0012	-0.0035	0.0028	-0.0013	12	HEAVY=0.85 char order reversed
019_heavy85_seed7	-0.0004	-0.0005	-0.0024	0.0011	-0.0005	0.0000	0.0012	0.0008	0.0011	0.0006	0.0000	-0.0024	0.0011	-0.0004	11	HEAVY=0.85 seed=7
020_8blocks_paired	0.0022	0.0020	0.0009	0.0001	0.0020	0.0020	-0.0008	-0.0016	0.0001	0.0034	0.0020	0.0009	-0.0070	0.0022	14	8 blocks paired same chars
021_heavy85_seed11	0.0012	0.0011	-0.0016	-0.0024	0.0011	0.0006	-0.0021	0.0022	-0.0024	0.0058	0.0006	-0.0016	-0.0003	0.0012	11	HEAVY=0.85 seed=11
022_heavy85_shift1	-0.0036	-0.0032	-0.0015	0.0048	-0.0032	-0.0031	-0.0034	-0.0037	0.0048	-0.0105	-0.0031	-0.0015	0.0056	-0.0036	19	HEAVY=0.85 block char order shifted by 1
023_heavy80_seed42	0.0076	0.0075	0.0066	0.0016	0.0075	0.0072	-0.0003	-0.0037	0.0016	-0.0007	0.0072	0.0066	0.0050	0.0076	12	HEAVY=0.80 seed=42 (CURRENT BEST)
024_heavy78_seed42	-0.0034	-0.0037	-0.0057	-0.0013	-0.0037	-0.0032	-0.0084	-0.0121	-0.0013	-0.0011	-0.0032	-0.0057	-0.0005	-0.0034	11	HEAVY=0.78 seed=42 (just below peak)
025_heavy82_seed42	-0.0047	-0.0048	-0.0022	0.0026	-0.0048	-0.0044	-0.0001	0.0027	0.0026	0.0014	-0.0044	-0.0022	-0.0072	-0.0047	17	HEAVY=0.82 seed=42 (just above peak)
026_heavy80_seed7	0.0030	0.0026	0.0024	-0.0015	0.0026	0.0022	-0.0003	0.0051	-0.0015	0.0006	0.0022	0.0024	-0.0037	0.0030	12	HEAVY=0.80 seed=7 (verify 023 peak)
027_heavy80_seed23	-0.0022	-0.0022	-0.0016	-0.0010	-0.0022	-0.0028	-0.0010	0.0052	-0.0010	-0.0041	-0.0028	-0.0016	0.0058	-0.0022	13	HEAVY=0.80 seed=23 (3rd seed lottery)
028_heavy80_seed11	0.0006	0.0007	0.0023	-0.0028	0.0007	0.0004	0.0067	-0.0011	-0.0028	0.0023	0.0004	0.0023	0.0032	0.0006	13	HEAVY=0.80 seed=11 (4th seed lottery)
029_heavy80_sorted	0.0076	0.0075	0.0066	0.0016	0.0075	0.0072	-0.0003	-0.0037	0.0016	-0.0007	0.0072	0.0066	0.0050	0.0076	14	HEAVY=0.80 seed=42 within-block sort (identical to 023)
030_heavy80_seed99	-0.0030	-0.0028	-0.0012	0.0001	-0.0028	-0.0030	-0.0023	-0.0017	0.0001	0.0019	-0.0030	-0.0012	-0.0046	-0.0030	15	HEAVY=0.80 seed=99 (5th lottery, bad)
