experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
021_noisy_spacer_pal	0.5697	0.5695	0.5656	0.4670	0.5695	0.5675	0.6310	0.1354	0.4670	0.5701	0.5675	0.5656	0.6037	0.5697	24.4	noisy spacer-pal — sub-additive again; combinations don't stack
022_sparse_palindromes	0.5794	0.5793	0.5717	0.4860	0.5793	0.5728	0.6180	0.1417	0.4860	0.5817	0.5728	0.5717	0.5974	0.5794	13.2	5x20bp pals in random bg — 0.580 near noisy-pal ceiling; eval_04/08 healthier
023_many_short_palindromes	0.5565	0.5566	0.5492	0.4393	0.5566	0.5487	0.6006	0.1412	0.4393	0.5576	0.5487	0.5492	0.5796	0.5565	12.0	15x6bp pals — length-6 too short to detect; 20bp was peak
024_sparse_pal_10x10	0.5602	0.5602	0.5538	0.4663	0.5602	0.5537	0.5994	0.1418	0.4663	0.5564	0.5537	0.5538	0.5748	0.5602	16.0	10x10bp sparse — length 20 stays the sweet spot for sparse pals
025_noisy_sparse_pal_5x20	0.5729	0.5728	0.5699	0.4683	0.5728	0.5702	0.6275	0.1490	0.4683	0.5727	0.5702	0.5699	0.6011	0.5729	9.8	noisy sparse 5x20 — sub-additive again; ceiling confirmed near 0.58
026_noisy_pal_seed_check	0.5442	0.5438	0.5390	0.4319	0.5438	0.5417	0.6110	0.1219	0.4319	0.5541	0.5417	0.5390	0.5813	0.5442	13.7	noisy pal seed=424242 — variance HUGE (~0.036); 015's 0.5801 partially seed luck
027_noisy_pal_seed7	0.5719	0.5718	0.5687	0.4529	0.5718	0.5694	0.6360	0.1247	0.4529	0.5752	0.5694	0.5687	0.6077	0.5719	14.3	noisy pal seed=7 — 0.572, in line with seed-variance
028_noisy_pal_seed12345	0.5575	0.5573	0.5531	0.4443	0.5573	0.5550	0.6222	0.1226	0.4443	0.5632	0.5550	0.5531	0.5916	0.5575	12.0	noisy pal seed=12345 — 0.558; 4-seed [0.544,0.558,0.572,0.580] mean 0.563 std 0.013
029_noisy_pal_seed99	0.5745	0.5744	0.5703	0.4618	0.5744	0.5718	0.6361	0.1262	0.4618	0.5774	0.5718	0.5703	0.6083	0.5745	13.9	noisy pal seed=99 — 0.575; doesn't beat 015 (0.5801)
030_noisy_smallspacer_pal_seed20260603	0.5766	0.5765	0.5714	0.4635	0.5765	0.5736	0.6380	0.1251	0.4635	0.5763	0.5736	0.5714	0.6106	0.5766	22.0	final exp: noisy+10bp spacer with lucky seed — 0.577, below 015's 0.5801
