experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
012_dna_markov_charswap	0.0027	0.0028	0.0009	0.0007	0.0028	0.0031	-0.0057	-0.0005	0.0007	0.0054	0.0031	0.0009	-0.0048	0.0027	38.0	exp 9 with (0<->1,2<->3) char swap
013_dna_markov_charswap2	0.0027	0.0028	0.0009	0.0007	0.0028	0.0031	-0.0057	-0.0005	0.0007	0.0054	0.0031	0.0009	-0.0048	0.0027	37.8	exp 9 with (0<->2,1<->3) char swap
014_orbit03_gradient	-0.0029	-0.0033	-0.0043	-0.0011	-0.0033	-0.0036	-0.0014	-0.0011	-0.0011	-0.0042	-0.0036	-0.0043	-0.0021	-0.0029	27.0	O03 (CpG-orbit) dinuc frequency gradient
015_homo_gradient	0.0006	0.0003	0.0026	0.0002	0.0003	-0.0002	-0.0021	0.0031	0.0002	0.0031	-0.0002	0.0026	-0.0007	0.0006	26.8	HOMO-orbit gradient (self-transition p_i sweep)
016_trinuc_motif	0.0015	0.0015	0.0019	0.0007	0.0015	0.0014	-0.0013	0.0063	0.0007	0.0104	0.0014	0.0019	-0.0038	0.0015	40.8	trinuc orbit O012={012,103,230,321} insertion gradient 0-60
017_trinuc_xyx	0.0016	0.0020	-0.0012	0.0007	0.0020	0.0023	-0.0036	0.0045	0.0007	-0.0068	0.0023	-0.0012	-0.0052	0.0016	26.1	trinuc XYX orbit {010,101,232,323} insertion
018_trinuc_aaa	-0.0019	-0.0022	0.0002	-0.0034	-0.0022	-0.0022	0.0021	-0.0020	-0.0034	0.0059	-0.0022	0.0002	0.0046	-0.0019	35.6	trinuc AAA orbit {000,111,222,333} insertion
019_trinuc_combo	0.0002	0.0000	0.0015	-0.0029	0.0000	-0.0001	0.0055	-0.0038	-0.0029	-0.0036	-0.0001	0.0015	-0.0048	0.0002	26.8	combined O012+AAA trinuc gradient (HURT vs single)
020_dna_likeness	0.0019	0.0015	0.0021	-0.0020	0.0015	0.0012	0.0052	-0.0048	-0.0020	0.0055	0.0012	0.0021	-0.0004	0.0019	30.6	per-string DNA-likeness mixture gradient
021_tetra_motif	0.0045	0.0047	0.0032	0.0014	0.0047	0.0044	0.0047	-0.0057	0.0014	0.0041	0.0044	0.0032	0.0044	0.0045	28.1	4-mer Klein orbit {0123,1032,2301,3210} insertion gradient
022_tetra_extreme	0.0042	0.0043	0.0018	0.0039	0.0043	0.0038	0.0008	0.0058	0.0039	0.0058	0.0038	0.0018	-0.0001	0.0042	31.1	4-mer orbit{0123} gradient pushed to k_max=50 (full coverage)
023_tetra_xxyy	0.0016	0.0012	0.0053	-0.0018	0.0012	0.0012	0.0074	0.0017	-0.0018	-0.0053	0.0012	0.0053	-0.0019	0.0016	25.7	4-mer orbit{0011} XXYY gradient
024_tetra_perm2	0.0015	0.0013	0.0005	0.0019	0.0013	0.0003	0.0073	0.0062	0.0019	-0.0041	0.0003	0.0005	-0.0028	0.0015	30.6	4-mer orbit{0132} non-monotone permutation gradient
025_tetra_density	0.0038	0.0039	0.0030	0.0040	0.0039	0.0045	-0.0001	0.0063	0.0040	-0.0001	0.0045	0.0030	-0.0016	0.0038	25.4	orbit{0123}+0-density combined gradient
026_cyclic_markov	-0.0011	-0.0010	-0.0053	0.0021	-0.0010	-0.0004	-0.0024	0.0034	0.0021	-0.0050	-0.0004	-0.0053	-0.0002	-0.0011	24.9	cyclic Markov gradient (smooth orbit{0123} content) — FAILED
027_tetra_reseed	0.0077	0.0082	0.0046	0.0049	0.0082	0.0072	0.0018	0.0049	0.0049	0.0055	0.0072	0.0046	-0.0009	0.0077	25.6	exp 22 design with seed=27 (LUCKY: eval_01 +0.0077)
028_tetra_seed99	0.0030	0.0030	0.0032	0.0033	0.0030	0.0028	0.0055	0.0021	0.0033	0.0030	0.0028	0.0032	0.0008	0.0030	25.2	exp 22 design with seed=99 (eval_01 +0.0030)
029_tetra_seed12345	0.0035	0.0039	-0.0009	0.0049	0.0039	0.0037	0.0001	0.0060	0.0049	0.0038	0.0037	-0.0009	0.0034	0.0035	31.9	exp 22 design with seed=12345
030_tetra_seed2026	0.0025	0.0028	0.0030	-0.0002	0.0028	0.0018	0.0043	-0.0016	-0.0002	-0.0016	0.0018	0.0030	-0.0008	0.0025	24.1	exp 22 design with seed=2026 (final)
