experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
014_asym_strat_pls	0.1591	0.1598	0.1684	0.1501	0.1598	0.1643	0.1765	0.0481	0.1501	0.1476	0.1643	0.1684	0.1395	0.1591	14.8	10k uniform + 5k PLS + 5k CTCF + 5k DNH3, paired flanks
015_soft_balanced	0.1614	0.1619	0.1738	0.1479	0.1619	0.1948	0.1478	0.0395	0.1479	0.1647	0.1948	0.1738	0.1286	0.1614	20.4	9k dELS + 4k each pELS/PLS/CTCF/DNH3, paired flanks
016_near_flanks	0.1417	0.1426	0.1518	0.1219	0.1426	0.1352	0.1568	0.0397	0.1219	0.1609	0.1352	0.1518	0.1511	0.1417	20.8	013-style positives + NEAR flanks (500-1500bp)
017_dinuc_markov_neg	0.1494	0.1515	0.1617	0.1330	0.1515	0.1807	0.1449	0.0421	0.1330	0.1029	0.1807	0.1617	0.1286	0.1494	12.5	25k positives + 25k dinucleotide-Markov negatives
018_mixed_flank_dist	0.1341	0.1352	0.1404	0.1431	0.1352	0.0967	0.2034	0.0378	0.1431	0.1446	0.0967	0.1404	0.1729	0.1341	22.6	013 positives + 60% far flanks + 40% near flanks
019_targeted_flanks	0.1472	0.1486	0.1618	0.1259	0.1486	0.1617	0.1619	0.0469	0.1259	0.1340	0.1617	0.1618	0.1583	0.1472	26.1	uniform→far flanks, CTCF/DNH3→near flanks
020_positional_jitter	0.1641	0.1645	0.1758	0.1451	0.1645	0.2133	0.1374	0.0376	0.1451	0.1729	0.2133	0.1758	0.1128	0.1641	30.5	013-style with ±50bp jitter on cCRE positives
021_30pos_20flank	0.1671	0.1682	0.1808	0.1499	0.1682	0.2114	0.1545	0.0411	0.1499	0.1159	0.2114	0.1808	0.1324	0.1671	24.0	30k positives (013 ratio) + 20k far paired flanks
022_flank_plus_random	0.1646	0.1658	0.1775	0.1453	0.1658	0.2035	0.1471	0.0389	0.1453	0.1105	0.2035	0.1775	0.1355	0.1646	33.9	25k positives + 12.5k paired flanks + 12.5k random
023_ctcf_bound_dels	0.1489	0.1507	0.1614	0.1343	0.1507	0.1435	0.1504	0.0439	0.1343	0.1455	0.1435	0.1614	0.1482	0.1489	66.2	8k dELS,CTCF-bound + 7k uniform + 5k CTCF + 5k DNH3 + 25k far flanks
024_farther_flanks	0.1560	0.1569	0.1710	0.1472	0.1569	0.1793	0.1530	0.0398	0.1472	0.1616	0.1793	0.1710	0.1231	0.1560	36.3	013 design with FAR=3000-6000bp (vs 1500-3000)
025_closer_flanks	0.1616	0.1627	0.1792	0.1531	0.1627	0.2160	0.1408	0.0494	0.1531	0.1356	0.2160	0.1792	0.1248	0.1616	34.6	013 design with FAR=1000-2000bp (vs 1500-3000)
026_dinuc_shuffled_pairs	0.1499	0.1521	0.1616	0.1371	0.1521	0.1737	0.1547	0.0417	0.1371	0.0973	0.1737	0.1616	0.1391	0.1499	32.8	013 positives + per-positive dinuc-shuffled negatives
027_long_ccre	0.1458	0.1474	0.1588	0.1271	0.1474	0.1869	0.1466	0.0384	0.1271	0.1553	0.1869	0.1588	0.1510	0.1458	89.0	013 design but uniform restricted to cCRE length ≥300bp
028_narrow_flanks	0.1514	0.1517	0.1602	0.1500	0.1517	0.1564	0.1772	0.0427	0.1500	0.1655	0.1564	0.1602	0.1332	0.1514	31.6	013 design with FAR=1800-2500bp (narrow inside sweet spot)
029_013_seed1	0.1581	0.1591	0.1706	0.1336	0.1591	0.1948	0.1517	0.0348	0.1336	0.1329	0.1948	0.1706	0.1499	0.1581	53.9	exact 013 design with SEED=1 (variance test)
030_multi_seed_ensemble	0.1664	0.1672	0.1822	0.1501	0.1672	0.1995	0.1748	0.0373	0.1501	0.1423	0.1995	0.1822	0.1539	0.1664	49.2	013 design split across SEED=0+1 (12.5k positives each)
