experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
018_dir_per_row_alpha_mix	0.1389	0.1392	0.1377	0.1338	0.1392	0.1393	0.1294	0.0636	0.1338	0.1239	0.1393	0.1377	0.1310	0.1389	32.7	per-row Dir(α_i) with α_i ~ U[0.5,2] - marginal best
019_dir_alpha1_seed23	0.1368	0.1370	0.1360	0.1347	0.1370	0.1375	0.1314	0.0630	0.1347	0.1226	0.1375	0.1360	0.1307	0.1368	14.8	Dir(α=1) replicated with SEED=23 - seed noise ~0.0014
020_dir_alpha1_seed7	0.1373	0.1374	0.1361	0.1341	0.1374	0.1374	0.1273	0.0654	0.1341	0.1218	0.1374	0.1361	0.1305	0.1373	42.9	Dir(α=1) seed sweep, SEED=7
021_dir_alpha1_seed101	0.1375	0.1378	0.1368	0.1349	0.1378	0.1384	0.1307	0.0640	0.1349	0.1226	0.1384	0.1368	0.1331	0.1375	25.1	Dir(α=1) seed sweep, SEED=101
022_dir_alpha1_seed2024	0.1375	0.1376	0.1365	0.1349	0.1376	0.1379	0.1299	0.0615	0.1349	0.1221	0.1379	0.1365	0.1323	0.1375	22.2	Dir(α=1) seed sweep, SEED=2024
023_dir_amix_seed43	0.1369	0.1372	0.1360	0.1344	0.1372	0.1376	0.1296	0.0648	0.1344	0.1221	0.1376	0.1360	0.1310	0.1369	32.3	α-mix seed sweep, SEED=43
024_dir_amix_seed199	0.1366	0.1369	0.1361	0.1336	0.1369	0.1374	0.1299	0.0632	0.1336	0.1230	0.1374	0.1361	0.1324	0.1366	24.3	α-mix seed sweep, SEED=199
025_dir_amix_seed2026	0.1396	0.1399	0.1388	0.1347	0.1399	0.1404	0.1293	0.0638	0.1347	0.1222	0.1404	0.1388	0.1320	0.1396	24.3	α-mix seed sweep, SEED=2026 - BEST OVERALL
026_dir_amix_seed5	0.1373	0.1375	0.1363	0.1352	0.1375	0.1381	0.1303	0.0621	0.1352	0.1235	0.1381	0.1363	0.1319	0.1373	26.5	α-mix seed sweep, SEED=5
027_dir_amix_seed314	0.1372	0.1374	0.1355	0.1346	0.1374	0.1375	0.1297	0.0628	0.1346	0.1217	0.1375	0.1355	0.1311	0.1372	27.3	α-mix seed sweep, SEED=314
028_dir_amix_wide_seed2026	0.1384	0.1386	0.1376	0.1354	0.1386	0.1391	0.1308	0.0628	0.1354	0.1242	0.1391	0.1376	0.1304	0.1384	19.3	α-mix WIDER U[0.3,3] same seed 2026
029_dir_amix_narrow_seed2026	0.1369	0.1373	0.1361	0.1332	0.1373	0.1378	0.1312	0.0624	0.1332	0.1219	0.1378	0.1361	0.1311	0.1369	21.4	α-mix NARROWER U[0.7,1.5] same seed 2026
030_dir_amix_seed1234	0.1391	0.1393	0.1379	0.1356	0.1393	0.1392	0.1301	0.0668	0.1356	0.1210	0.1392	0.1379	0.1310	0.1391	25.0	α-mix SEED=1234 final
